L,,,,,,R,,,,,
高速顺时针,中速顺时针,低速顺时针,高速逆时针,中速逆时针,低速逆时针,高速顺时针,中速顺时针,低速顺时针,高速逆时针,中速逆时针,低速逆时针
36.5681,16.6219,5.54063,-48.7575,-27.7031,-5.54063,-24.3788,-12.1894,-12.1894,42.6628,12.1894,11.0813
27.7031,18.2841,6.09469,-22.1625,-12.1894,-6.09469,-22.1625,-11.0813,0,33.2438,11.0813,6.09469
36.5681,16.6219,11.0813,-18.2841,-11.0813,-5.54063,0,-18.2841,-6.09469,36.5681,0,5.54063
22.1625,12.1894,6.09469,-22.1625,0,0,-16.6219,-16.6219,-5.54063,22.1625,11.0813,6.09469
36.5681,33.2438,5.54063,-24.3788,-16.6219,-11.0813,-24.3788,-12.1894,0,30.4734,24.3788,5.54063
33.2438,18.2841,12.1894,-22.1625,-12.1894,-6.09469,-27.7031,-16.6219,-5.54063,27.7031,11.0813,6.09469
36.5681,11.0813,5.54063,-36.5681,-16.6219,-5.54063,-30.4734,-6.09469,-6.09469,42.6628,12.1894,5.54063
33.2438,24.3788,6.09469,-33.2438,-6.09469,-6.09469,-27.7031,-16.6219,-11.0813,38.7844,22.1625,6.09469
36.5681,22.1625,11.0813,-24.3788,-16.6219,-5.54063,-60.9469,-24.3788,0,30.4734,30.4734,5.54063
22.1625,0,6.09469,-22.1625,-12.1894,-6.09469,-27.7031,-5.54063,-11.0813,27.7031,16.6219,6.09469
30.4734,16.6219,5.54063,-24.3788,-11.0813,-5.54063,-24.3788,-18.2841,-6.09469,30.4734,6.09469,11.0813
27.7031,18.2841,12.1894,-33.2438,-6.09469,-6.09469,-16.6219,-11.0813,-5.54063,27.7031,16.6219,6.09469
36.5681,16.6219,11.0813,-24.3788,-11.0813,-5.54063,-24.3788,-18.2841,0,36.5681,12.1894,5.54063
38.7844,18.2841,6.09469,-33.2438,-12.1894,-6.09469,-22.1625,-16.6219,-5.54063,77.5688,11.0813,18.2841
36.5681,16.6219,11.0813,0,-11.0813,-5.54063,-24.3788,-12.1894,-6.09469,30.4734,12.1894,0
55.4063,12.1894,6.09469,-27.7031,-24.3788,-6.09469,-27.7031,-16.6219,-5.54063,27.7031,11.0813,6.09469
30.4734,16.6219,5.54063,-30.4734,-5.54063,-11.0813,-30.4734,-12.1894,-6.09469,36.5681,12.1894,11.0813
27.7031,18.2841,12.1894,-33.2438,-18.2841,-6.09469,-27.7031,-16.6219,-5.54063,22.1625,11.0813,6.09469
30.4734,16.6219,5.54063,-24.3788,-11.0813,-5.54063,-24.3788,-30.4734,-6.09469,36.5681,18.2841,5.54063
33.2438,36.5681,12.1894,-22.1625,-18.2841,-12.1894,-16.6219,-11.0813,-5.54063,33.2438,11.0813,6.09469
0,22.1625,11.0813,-24.3788,-11.0813,-5.54063,-24.3788,-18.2841,-6.09469,42.6628,18.2841,5.54063
38.7844,24.3788,6.09469,-22.1625,-12.1894,0,-16.6219,-5.54063,-11.0813,33.2438,11.0813,6.09469
30.4734,16.6219,5.54063,-36.5681,-16.6219,-5.54063,-24.3788,-18.2841,-6.09469,36.5681,18.2841,5.54063
33.2438,18.2841,6.09469,-27.7031,-12.1894,-6.09469,-22.1625,-5.54063,0,27.7031,33.2438,0
30.4734,16.6219,5.54063,-30.4734,-11.0813,-5.54063,-24.3788,0,-6.09469,30.4734,12.1894,5.54063
22.1625,18.2841,12.1894,-27.7031,-12.1894,-6.09469,-55.4063,-16.6219,0,38.7844,16.6219,12.1894
30.4734,16.6219,5.54063,-30.4734,-11.0813,0,-30.4734,-6.09469,-6.09469,36.5681,12.1894,5.54063
38.7844,12.1894,6.09469,-44.325,-12.1894,-6.09469,-22.1625,-16.6219,-5.54063,38.7844,16.6219,6.09469
36.5681,16.6219,5.54063,-24.3788,-11.0813,-5.54063,-18.2841,-30.4734,0,36.5681,12.1894,5.54063
33.2438,18.2841,6.09469,-27.7031,-24.3788,-6.09469,-16.6219,-16.6219,-5.54063,27.7031,11.0813,6.09469
60.9469,11.0813,5.54063,-30.4734,-11.0813,-5.54063,-24.3788,-12.1894,-6.09469,60.9469,12.1894,5.54063
27.7031,18.2841,6.09469,-27.7031,-12.1894,0,-22.1625,-16.6219,0,38.7844,11.0813,0
30.4734,22.1625,11.0813,-36.5681,-11.0813,-5.54063,-24.3788,-18.2841,-6.09469,42.6628,12.1894,5.54063
27.7031,18.2841,12.1894,-27.7031,-6.09469,-6.09469,-27.7031,-11.0813,-11.0813,33.2438,11.0813,12.1894
42.6628,38.7844,5.54063,-24.3788,-11.0813,-5.54063,-30.4734,-18.2841,0,36.5681,18.2841,0
33.2438,18.2841,6.09469,-22.1625,-6.09469,0,-27.7031,-11.0813,-5.54063,27.7031,5.54063,6.09469
36.5681,16.6219,5.54063,-24.3788,-16.6219,-5.54063,-24.3788,-12.1894,0,24.3788,18.2841,5.54063
27.7031,12.1894,6.09469,-22.1625,-6.09469,-6.09469,-22.1625,-16.6219,-5.54063,33.2438,16.6219,6.09469
24.3788,16.6219,11.0813,-24.3788,-27.7031,-11.0813,-24.3788,-12.1894,-6.09469,36.5681,12.1894,5.54063
33.2438,18.2841,12.1894,-22.1625,-18.2841,0,-22.1625,-11.0813,0,38.7844,16.6219,6.09469
30.4734,16.6219,5.54063,-30.4734,-11.0813,-5.54063,-42.6628,-12.1894,-6.09469,36.5681,30.4734,5.54063
33.2438,12.1894,6.09469,-27.7031,-12.1894,-6.09469,-27.7031,-11.0813,-5.54063,33.2438,16.6219,6.09469
36.5681,16.6219,11.0813,-24.3788,-11.0813,0,-30.4734,-12.1894,0,24.3788,12.1894,5.54063
60.9469,24.3788,0,-22.1625,-12.1894,-6.09469,-27.7031,-16.6219,-11.0813,27.7031,11.0813,6.09469
30.4734,16.6219,5.54063,-24.3788,-16.6219,-5.54063,-30.4734,-12.1894,0,30.4734,18.2841,5.54063
27.7031,18.2841,18.2841,-16.6219,0,-6.09469,-27.7031,-27.7031,-5.54063,60.9469,11.0813,6.09469
30.4734,22.1625,11.0813,-18.2841,-5.54063,0,-24.3788,-18.2841,-6.09469,42.6628,12.1894,5.54063
38.7844,18.2841,6.09469,-27.7031,-12.1894,-6.09469,-16.6219,-16.6219,0,33.2438,11.0813,6.09469
36.5681,16.6219,5.54063,-18.2841,-11.0813,-11.0813,-24.3788,-18.2841,-12.1894,36.5681,12.1894,5.54063
33.2438,24.3788,6.09469,-16.6219,-12.1894,-6.09469,-22.1625,-11.0813,-5.54063,22.1625,5.54063,12.1894
30.4734,11.0813,11.0813,-18.2841,-11.0813,-5.54063,-30.4734,-18.2841,-6.09469,24.3788,12.1894,0
27.7031,18.2841,6.09469,-16.6219,-12.1894,0,-27.7031,-16.6219,-5.54063,33.2438,11.0813,6.09469
30.4734,33.2438,5.54063,-18.2841,-11.0813,-5.54063,-30.4734,-12.1894,-6.09469,42.6628,24.3788,16.6219
33.2438,12.1894,12.1894,-11.0813,-12.1894,-6.09469,-55.4063,-11.0813,-5.54063,33.2438,16.6219,6.09469
42.6628,16.6219,5.54063,-18.2841,-11.0813,-5.54063,-18.2841,-18.2841,-6.09469,36.5681,12.1894,5.54063
33.2438,24.3788,0,-16.6219,-12.1894,-6.09469,-16.6219,-5.54063,-5.54063,27.7031,16.6219,6.09469
30.4734,16.6219,11.0813,-12.1894,-27.7031,-5.54063,0,-18.2841,-6.09469,60.9469,18.2841,5.54063
27.7031,24.3788,6.09469,-11.0813,-12.1894,-6.09469,-22.1625,-11.0813,-5.54063,27.7031,11.0813,6.09469
24.3788,16.6219,5.54063,-12.1894,-16.6219,-5.54063,-24.3788,-18.2841,-6.09469,42.6628,0,5.54063
27.7031,24.3788,12.1894,-16.6219,-18.2841,-12.1894,-22.1625,-11.0813,0,27.7031,16.6219,0
67.0416,11.0813,5.54063,-6.09469,-5.54063,-5.54063,-30.4734,-30.4734,-12.1894,36.5681,6.09469,11.0813
33.2438,24.3788,6.09469,-11.0813,-18.2841,-6.09469,-27.7031,-11.0813,-5.54063,27.7031,16.6219,0
